name,image_src,url,table_check,qualification,expertise
รศ. พญ.นนทลี เผ่าสวัสดิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587635214_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%A5%E0%B8%B5_%E0%B9%80%E0%B8%9C%E0%B9%88%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=79,"อังคาร 16:30 - 19:00 น. สัปดาห์ที่ 1,5 16:30 - 19:30 น. สัปดาห์ที่ 2,4 เสาร์ 13:30 - 16:30 น. สัปดาห์ที่ 1,3,5","แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2540Clinical clerkshipภาควิชาอายุรศาสตร์ โรงพยาบาลศิริราช มหาวิทยาลัยมหิดล พ.ศ.2540Reserch fellow, Division of Gastroenterology, Department of Internal Medicine, University of Michigan Health System, Michiganพ.ศ.2544Intern, Department of Internal Medicine, University of Michigan Health System, Michiganพ.ศ.2545Resident Physician, Department of Internal Medicine, University of Michigan Health System, Michiganพ.ศ.2547Gastroenterology Fellow, Department of Internal Medicine, University of Michigan Health System, Michiganพ.ศ.2550Advanced Gastrointestinal Endoscopy Fellow, Department of Internal Medicine, University of Michigan Health System, Michiganพ.ศ.2551",การส่องกล้องระบบทางเดินอาหาร
อ. นพ.นพดล โสภารัตนาไพศาล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587635262_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%9E%E0%B8%94%E0%B8%A5_%E0%B9%82%E0%B8%AA%E0%B8%A0%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%B2%E0%B9%84%E0%B8%9E%E0%B8%A8%E0%B8%B2%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=80,"อังคาร 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 10:20 - 13:00 น. สัปดาห์ที่ 5 10:20 - 13:06 น. สัปดาห์ที่ 1,2,3,4",มะเร็ง คืออะไร? (Cancer),อายุรศาสตร์เคมีบำบัด
พญ.นพมาศ ขำเปรมศรี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588041758_%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%9E%E0%B8%A1%E0%B8%B2%E0%B8%A8_%E0%B8%82%E0%B8%B3%E0%B9%80%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%A3%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=393,"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:00 - 13:00 น. สัปดาห์ที่ 1,2,4,5 08:00 - 13:00 น. สัปดาห์ที่ 3 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,4,5 09:00 - 12:00 น. สัปดาห์ที่ 3 13:00 - 16:00 น. สัปดาห์ที่ 1,2,4,5 13:00 - 16:00 น. สัปดาห์ที่ 3 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",นอนกรน โรคหยุดหายใจขณะหลับ(Obstructive Sleep Apnea),มะเร็ง ศีรษะ และลำคอ
พญ.นพรัตน์ เลาวหุตานนท์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702898_%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C_%E0%B9%80%E0%B8%A5%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%B8%E0%B8%95%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=175,"อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 10:00 - 12:00 น. สัปดาห์ที่ 1,3 เสาร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคไต
พญ.นพวรรณ ตันศิริมาศ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1691035609_%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%9E%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%A8.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1239,"จันทร์ 10:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5 18:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:30 - 12:30 น. สัปดาห์ที่ 1,2 13:00 - 19:00 น. สัปดาห์ที่ 3,4,5 13:30 - 16:30 น. สัปดาห์ที่ 1,2",,จิตเวชศาสตร์
รศ. ดร. นพ.นพศักดิ์ ผาสุขกิจวัฒนา,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587715134_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%9E%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B8%9C%E0%B8%B2%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=581,"อังคาร 09:30 - 11:06 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5","ปรัชญาดุษฎีบัณฑิต มหาวิทยาลัยมหิดล พ.ศ.2548แพทยศาสตรบัณฑิต เกียรตินิยมอันดับ 1 คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2550ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก พ.ศ.2554วุฒิบัตรสาขาจักษุวิทยา คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556แพทย์ประจำบ้านต่อยอดสาขาจอตา คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557Fellowship in Retina, University of California, Los Angeles,ประเทศสหรัฐอเมริกา","โรคจอตา, โรคต้อกระจก"
นพ.นภดล อัสสพงษ์สุนทร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587711898_%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%A0%E0%B8%94%E0%B8%A5_%E0%B8%AD%E0%B8%B1%E0%B8%AA%E0%B8%AA%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%97%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=666,"จันทร์ 08:00 - 09:00 น. สัปดาห์ที่ 1,2,3,4,5 09:30 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",เตรียมตัวตรวจสุขภาพ อย่างไรดี?(Health check up preparation),อายุรศาสตร์ทั่วไป
ผศ. นพ.นราธิป ชุณหะมณีวัฒน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1608888963_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%98%E0%B8%B4%E0%B8%9B_%E0%B8%8A%E0%B8%B8%E0%B8%93%E0%B8%AB%E0%B8%B0%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=352,"จันทร์ 12:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",พ.ศ. 2561 - 2563 ประธานวิชาการสมาคมแพทย์มัณฑนากรหัวใจและหลอดเลือดแห่งประเทศไทย,อายุรศาสตร์โรคหัวใจ
ทพญ.นราวัลลภ์ เชี่ยววิทย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588042596_%E0%B8%97%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%A7%E0%B8%B1%E0%B8%A5%E0%B8%A5%E0%B8%A0%E0%B9%8C_%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=404,,ฟัน ดูแลได้ตั้งแต่ฟันน้ำนมซี่แรก(First Tooth),ทันตกรรมสาหรับเด็ก
อ. นพ.นรินทร์ รัตนประเสริฐ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1604312554_Narin_Rattanaprasert.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=919,"อังคาร 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลประกาศนียบัตรบัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลวุฒิบัตรโสต ศอ นาสิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลประกาศนียบัตรแพทย์ผู้เชี่ยวชาญเฉพาะทาง อนุสาขา โรคกล่องเสียง หลอดลม ศีรษะและคอ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลBasic Instructional Course on microvascular surgery, SingHealth, SingaporeCertificate of International Transoral Robotic surgery with DAVINCI SI and XI system (Thyroidectomy, Neck dissection, SMG excision and TORS)","โสตศอนาสิก, ศัลยกรรมศีรษะ และคอ"
รศ. นพ.นริศ กิจณรงค์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587630509_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%A3%E0%B8%B4%E0%B8%A8_%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=22,"พุธ 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",การถนอมสายตา,โรคต้อหิน
นพ.นริศ สมิตาสิน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1628158114_Naris.Smi.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1188,"พฤหัสบดี 16:30 - 18:30 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 16:30 - 18:30 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2546วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2550วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2550วุฒิบัตรสาขาประสาทวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552,การตรวจวินิจฉัยเส้นประสาทและกล้ามเนื้อ
รศ. พญ.นฤมล ศิลปอาชา,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587634623_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%99%E0%B8%A4%E0%B8%A1%E0%B8%A5_%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%9B%E0%B8%AD%E0%B8%B2%E0%B8%8A%E0%B8%B2.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=70,"จันทร์ 12:45 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2545Internship at Somdetpraphutalertlar Hospital Samutsongkram province, General practitioner, Napalai Hospital, Samutsongkram province พ.ศ.2546Internship at Clinical Pathology department, Faculty of Medicine, Siriraj Hospital, Mahidol University พ.ศ.2548Research Fellowship ภาควิชาตจวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2549วุฒิบัตรสาขาตจวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2553Clinical Instructor/Assistant Professor, Deparment of Dermatology, Faculty of Medicine, Siriraj Hospital, Mahidol University พ.ศ.2557Research fellowship in Photomedicine and Vitiligo, Henry Ford Medical System, Michigan ประเทศสหรัฐอเมริกา พ.ศ.2558",ผิวหนังเกี่ยวกับแสง โรคแพ้แสงแดด การฉายแสงอาทิตย์เทียมโรคด่างขาวและความผิดปกติของเม็ดสี โรคสะเก็ดเงิน
รศ. พญ.นฤมล เด่นทรัพย์สุนทร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587718285_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D._%E0%B8%99%E0%B8%A4%E0%B8%A1%E0%B8%A5_%E0%B9%80%E0%B8%94%E0%B9%88%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%97%E0%B8%A3.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=363,"พฤหัสบดี 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2537วุฒิบัตรสาขากุมารเวชศาสตร์ แพทยสภา พ.ศ.2543วุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา พ.ศ.2545อนุมัติบัตรอนุสาขากุมารเวชศาสตร์โภชนาการ แพทยสภา พ.ศ.2553Certificate in Post-doctoral Research Fellowship in Nutrition, Columbia University, USAพ.ศ.2548",กุมารเวชศาสตร์โภชนาการ
อ. นพ.นฤมิต สายะบวร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1663747740_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%99%E0%B8%A4%E0%B8%A1%E0%B8%B4%E0%B8%95-%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%B0%E0%B8%9A%E0%B8%A7%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1217,"จันทร์ 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556ประกาศนียบัตรบัณฑิตชั้นสูง (วิทยาศาสตร์การแพทย์คลินิก) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2560วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2562วุฒิบัตรสาขาอายุรศาสตร์โรคติดเชื้อ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2564,อายุรศาสตร์โรคติดเชื้อ
